"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
37,"0","3",0,"2",24,2,"2",4,"2",59.875934067597,1.59170873062827,"2",2,"3",0.348423125541509,1,0,"0",14.9098252219009,3,4,1,7,3,3,1,5,3,5
48,"0","2",0.452551552321883,"2",9,2,"6",1,"1",83.5596401961165,3.42726204019382,"1",2,"1",0.343025302702361,0.750531337273271,0,"0",9.73103490897976,3,1,2,24,4,3,9,8,12,8
40,"0","2",0.487725194587962,"2",17,3,"3",3,"2",70.4329855514976,2.2483043791821,"7",2,"1",0.393843773310184,1,1,"0",21.9095721401141,3,4,1,17,2,3,0,0,0,0
24,"0","3",0.918072211956581,"1",5,3,"2",4,"1",68.5188819833445,1.57142936703384,"7",1,"3",0.0139257776182492,0.489939300045531,2,"0",12.136375761098,3,1,1,0,0,3,3,0,0,1
38,"0","1",0.538905603027621,"3",25,2,"2",1,"1",42.0451853172748,3.42728105024785,"8",4,"1",0.00579817956805032,0.439509232391329,0,"0",14.8771706079506,3,1,1,10,4,1,10,8,0,0
53,"0","2",0.699863455383378,"2",3,3,"2",4,"2",30,3.64180271973106,"1",2,"1",0.376621831430845,0.601109732834536,1,"1",13.3781917196371,3,2,1,13,2,2,0,0,0,0
25,"0","3",0.227800794623087,"2",3,1,"3",3,"2",100,2.39095996285532,"7",1,"2",0.335286984845983,0.361832940860377,0,"0",13.2205468801795,3,1,1,6,1,4,0,4,0,5
34,"0","1",0.506088641982259,"1",1,3,"6",3,"1",71.7630737614927,3.6197536956606,"7",2,"1",0.194137478850544,0.227567973679897,0,"0",8.98086539952146,3,1,1,0,0,2,0,2,2,1
23,"0","2",0,"2",6,5,"2",4,"2",53.7878844863551,3.16019100321036,"6",2,"2",0.189165070250197,0.483995068075291,2,"0",16.6804463571016,4,1,1,0,1,2,6,7,4,7
30,"0","1",0.551425092960583,"2",12,5,"6",3,"2",94.4730493721331,2.53653028983678,"1",2,"2",0.189801780391057,0.323740995114192,0,"0",15.3088413665973,3,2,1,5,3,2,0,5,7,11
22,"0","2",0.593696296474754,"2",14,3,"4",2,"1",35.2895959506271,2.73934120805079,"7",4,"1",0.122729731582481,0,0,"0",21.8466906620112,3,1,1,3,2,3,14,0,0,5
41,"0","3",0,"2",30,3,"3",2,"2",76.6400061174606,2.48994870718435,"4",3,"2",0.6222314532858,0.632722328253979,4,"0",15.498379613853,3,1,1,0,1,3,9,4,5,3
47,"0","1",0,"1",1,3,"2",1,"2",84.4973871216192,3.80021514249143,"2",2,"2",0.334669350233949,0.292445402729233,9,"0",17.1183967921037,3,2,1,13,3,1,4,0,2,4
51,"0","2",0.0863920547141546,"2",6,2,"2",3,"1",46.7982060259772,3.40290062171007,"3",2,"2",0.753720217011479,0.398214469838131,8,"0",7.62873630245632,3,4,1,27,2,3,13,13,3,1
37,"0","2",0.363786279532178,"3",5,4,"1",3,"2",68.8502906881611,4.37156033390817,"5",1,"2",1,0.463443426408043,0,"0",16.2764499959309,3,1,1,30,5,1,38,0,0,9
27,"0","2",0.0603260320249411,"1",8,3,"5",1,"1",44.6054658008964,3.03874188830493,"4",4,"2",0.391929317554739,0,0,"0",11.9763264717939,3,4,1,4,2,3,0,0,0,0
41,"0","2",0,"1",4,4,"1",1,"1",75.9627067933428,3.49693935454951,"6",4,"2",0,0.340530369000883,3,"0",16.1794658774678,3,2,1,4,2,2,0,7,0,1
46,"0","1",0.891079164025682,"2",1,3,"3",1,"1",50.5866175204376,2.34150498865688,"6",1,"1",0.458647732493328,0.457656665931952,1,"0",20.7496172188357,3,3,1,27,3,3,0,0,0,0
34,"0","3",0.533140447239991,"3",10,2,"1",2,"1",88.0340763727067,2.1594481381021,"7",1,"2",0.0436995154370664,0.994001155673474,0,"0",14.6828428671811,3,4,1,7,1,2,2,8,1,0
32,"0","2",0.413164343606741,"1",4,2,"5",1,"2",59.1470268145322,2.92397002497809,"7",3,"1",0.310196603292467,0.742006439991659,1,"0",19.4813735988216,3,1,1,10,5,2,9,8,4,6
32,"0","2",0.378086619349269,"1",2,2,"4",3,"1",100,2.56101312808686,"9",2,"3",0.0921159700379088,0.955905342527171,3,"0",8.88985260584372,3,1,1,30,0,1,0,1,0,0
36,"0","3",0,"2",15,4,"1",1,"2",45.643871137936,2.9914030245313,"8",1,"2",0.160884827434548,0.15368898255402,3,"0",16.134757154841,4,1,1,3,1,3,7,0,0,0
33,"0","3",0.206544260990021,"3",26,1,"1",2,"1",36.4149062571887,1.80452715513923,"9",1,"1",0.245362941085075,0.895651359495286,5,"0",16.6276574299401,3,3,1,15,1,1,1,5,5,5
30,"0","1",0.411544645193147,"1",3,2,"5",3,"1",64.4381663465202,3.79612707492179,"3",3,"1",0.147039883046112,0.271877329384802,5,"0",17.5791894490978,3,3,1,0,5,3,10,8,4,9
60,"0","3",0.0278369955622475,"2",4,1,"1",4,"1",30,2.86022854879307,"7",1,"2",0.196480040401054,0.0434968152081634,8,"0",18.4263787390154,3,3,1,34,1,3,17,9,10,10
27,"0","2",0.377940043307513,"2",15,1,"1",1,"1",59.9481902867415,2.64472262970234,"1",3,"1",0.121698840855191,0.516765807322662,0,"0",9.46950898187463,3,1,2,1,2,4,6,4,0,7
41,"0","3",0,"1",1,1,"4",4,"2",72.8990084270305,2.35374933251015,"4",1,"3",0.151698323026209,0.954338573129906,6,"0",12.9429751110245,3,4,1,1,4,2,2,5,0,0
34,"0","3",0,"2",1,3,"2",3,"1",46.0240730659237,2.79183349468666,"4",2,"2",0.94368746101129,0.519312045447783,3,"0",16.7949866737237,3,2,1,20,3,3,7,4,0,13
40,"0","1",0.237459497388607,"2",4,1,"2",3,"2",30,2.48542384745565,"3",3,"2",0.814461434694873,1,4,"0",15.3909303364951,3,3,1,22,1,1,28,4,0,11
33,"0","1",1,"2",1,1,"1",3,"1",60.142950456371,2.85608073799351,"9",4,"2",0.584727060904675,0.601476712101259,6,"0",12.7470993053007,3,1,1,1,2,3,2,4,2,1
29,"0","2",0.187867561699546,"2",12,4,"3",2,"1",63.3128836412009,2.81809271703868,"9",3,"2",0.217814337782922,0,0,"0",15.814658714664,3,1,1,1,5,3,14,0,2,5
34,"0","3",0.848964499186754,"1",1,4,"1",4,"1",100,4.01727491210708,"5",3,"2",0.386490117426162,0.657500820389643,3,"0",13.508891426895,3,1,1,18,2,1,5,2,3,2
41,"0","1",0.0794102674160015,"1",1,4,"2",3,"1",51.672480975225,3.17445089415096,"6",2,"2",0.0307519247684151,0,9,"0",10.7845465688352,3,4,1,16,2,3,17,12,4,9
59,"0","3",0,"2",30,3,"2",2,"2",30,2.38456960885923,"2",3,"1",1,0.936031298326224,3,"0",12.1214486496407,3,3,1,32,3,1,5,0,0,0
46,"0","2",0.733128189055697,"3",12,3,"1",2,"2",99.2580900785927,3.55155000342366,"7",1,"1",0.308382408388853,0.597159174151313,6,"0",15.1952129109453,3,2,1,12,1,3,5,1,0,0
36,"0","1",0.0754056589305186,"2",16,2,"1",2,"1",30,2.61565502949616,"4",4,"1",0.133263590209716,0.671701475046419,0,"1",22.7632270451858,3,4,1,3,3,2,4,9,1,0
29,"0","2",1,"1",4,1,"1",2,"2",66.0255557372589,1.99264627732996,"2",4,"2",0.364797214365647,0.726277490937695,0,"0",9.14330377335085,3,3,2,7,0,2,15,9,8,0
52,"0","3",0.46113089558398,"1",10,3,"2",3,"2",30,3.41487791406417,"1",1,"2",0.316747335631268,0.499230174374015,4,"0",13.1303816219067,3,4,1,28,3,3,3,6,0,9
54,"0","3",0.987575847301464,"2",9,3,"5",3,"2",55.1505819624486,2.68685413209494,"6",1,"1",0.667509676725541,0.831047374980861,0,"0",10.6917271048235,3,2,1,26,1,1,16,0,5,3
25,"0","1",0.0638935494569896,"2",1,1,"1",2,"1",98.0402717569387,3.24036966892176,"8",1,"2",0.157422848908162,0.717373934946562,0,"1",14.6080913369881,3,4,1,2,0,3,11,4,0,5
53,"0","3",1,"1",4,3,"1",3,"1",79.264804335248,2.91876321231756,"5",1,"1",0.333267208291912,0.692095236952493,7,"1",24.1145807800165,3,2,1,23,1,3,21,10,0,6
32,"0","2",0.607870993343989,"2",14,4,"1",1,"1",66.2742937486671,2.29282153765861,"4",3,"3",0.602944196479891,0.598523136516214,2,"0",27.9899160544837,3,4,1,16,0,3,16,6,0,6
39,"0","2",0.360353272174383,"3",24,4,"4",2,"1",84.7859793942981,3.3814830915685,"5",1,"1",0.576933175065172,0.844341727191312,2,"0",15.193892585657,3,3,1,6,2,1,20,3,1,0
31,"0","3",0.179202052105773,"2",9,5,"2",3,"1",30,2.96195394721474,"1",1,"1",0.753167575448037,0.74013676696131,2,"0",17.3443725443243,3,3,1,14,6,1,0,3,0,1
46,"0","3",0.00660207353519626,"2",3,5,"5",2,"1",73.4878429893101,2.4726184822294,"9",1,"1",0.538319526026155,0.690663808658406,4,"1",25.9345041029469,3,4,1,10,2,2,8,2,7,0
30,"0","2",0.233997743394731,"2",30,1,"2",1,"2",38.2903415070558,3.13870221366097,"8",2,"1",0.196134226598338,0.395969975043283,1,"0",19.3462265816135,3,2,1,13,1,1,5,0,4,6
47,"0","3",0.7751240676505,"2",16,5,"2",1,"1",61.3915111312081,2.97394266230774,"9",3,"3",0.734356582699904,0.500634902508176,0,"0",14.8663000881598,3,1,1,11,1,3,0,0,2,0
31,"0","2",0.55045918551743,"2",16,4,"3",4,"2",42.57399711479,2.46072439931246,"7",4,"3",0.363851202722256,0.853190438580731,1,"0",12.5820986775406,3,4,1,14,3,2,7,8,6,10
35,"0","2",0.612984677928209,"2",15,2,"2",4,"1",64.5960840849132,3.01046973144902,"4",2,"1",0.160720326995781,0.644345619654972,5,"0",10.8045780499214,3,2,2,3,1,2,0,1,0,9
47,"0","3",0.533990296195823,"2",7,3,"3",2,"1",88.2284244630553,4.3078626667519,"9",1,"2",0,0.348758770894978,3,"0",11.7613060637064,3,3,1,26,3,3,6,0,0,0
28,"0","1",0.308134967072036,"1",27,1,"1",1,"2",100,2.89595060592192,"7",4,"2",0.401999009432578,0,3,"0",10.7840773301257,3,1,1,17,3,4,13,6,0,6
37,"0","1",0.300378599072294,"2",25,5,"3",3,"1",100,2.94684440199318,"8",4,"2",0.148326641486698,1,4,"0",15.2347807165383,3,3,1,9,3,3,20,7,4,13
35,"0","3",0,"1",11,5,"2",2,"1",30,2.82322473410185,"6",1,"1",0.228312878389455,0.302423065561128,5,"0",24.5296947605677,4,3,1,4,1,3,12,2,0,4
18,"0","2",0.926873628751488,"3",5,2,"4",4,"1",98.2644776440405,3.60426636262896,"8",3,"2",0,0,7,"0",11.3189209532623,3,2,1,6,3,3,0,3,0,0
52,"0","3",0.871788605350501,"1",30,3,"1",3,"1",45.93351863597,3.72608915739356,"6",1,"2",0.153836027730982,1,6,"1",11.8607292643235,3,1,1,25,1,3,7,2,0,0
38,"0","2",0.188203692922371,"2",1,1,"3",1,"1",46.5605404327037,3.66448881961734,"8",1,"2",0.366177878589499,0.217528004179393,9,"0",13.9243538955,3,4,1,7,3,4,14,7,9,8
39,"0","3",0.845957961191256,"2",21,4,"2",3,"2",86.2653526321222,1.65897306118836,"2",1,"2",0.00696273937451119,0.742096068451523,7,"0",25.8747827693062,3,4,1,17,4,3,0,0,3,0
55,"0","3",0.935966250299337,"2",14,3,"4",2,"2",82.2976628029692,3.82642571169756,"4",4,"2",0.428011986665836,1,3,"0",11.4547392643602,3,4,1,24,6,1,6,6,0,3
19,"0","2",0.454514064172082,"2",15,1,"5",4,"2",83.3648767534534,2.87745157609482,"1",1,"1",0.126097529600603,0.450791152538117,0,"0",15.6955875588431,4,4,1,0,1,3,0,0,0,0
52,"0","2",0.507782167372165,"3",8,4,"3",1,"1",76.4113138379222,2.32984706490198,"9",4,"1",0.417393410382509,0.730921530870299,4,"1",20.9231637483318,3,3,1,38,2,2,7,2,1,2
32,"0","2",0.184116075650225,"2",1,1,"1",3,"1",56.2706360069481,3.46993379175595,"5",3,"1",0.0176813463989334,0.390672400405077,0,"0",25.4525391369466,3,3,1,0,2,3,0,3,6,8
29,"0","3",0.592037586323078,"2",20,4,"2",3,"1",76.6652086453375,1.46659673034226,"7",4,"1",0.107267099007468,1,0,"1",17.1667969595708,3,1,1,20,3,2,17,9,3,11
31,"0","3",0.465598676663123,"2",5,5,"3",1,"1",99.3028765137684,3.98193944911847,"4",2,"3",0,0.809130498849571,0,"0",16.6233989914855,3,1,1,7,3,3,3,0,0,0
31,"0","3",0.975684960781183,"1",4,2,"1",1,"1",100,2.68728306679843,"1",4,"1",0.249356636951614,0.267468906617063,4,"0",10.3975959461216,3,2,1,0,1,3,11,0,4,0
45,"0","2",0.402942809829288,"2",15,2,"2",2,"1",44.8819230866981,2.81007280341555,"9",1,"1",0.459206294580933,0.357730025525602,2,"0",17.7044815824452,3,2,1,19,5,1,8,5,0,2
22,"0","2",0.605209587456363,"2",1,3,"4",3,"1",68.2141318903097,3.26947408270462,"1",4,"1",0.178092580907093,0,0,"0",10.3442041469611,3,4,1,6,1,1,3,6,4,8
18,"0","3",0.109709653348354,"2",6,2,"3",4,"2",68.1101228523754,3.0543307945869,"9",1,"3",0.276472299060245,1,3,"0",8.67963759419555,3,1,1,1,3,2,3,0,0,2
34,"0","1",0.232401989736163,"2",27,2,"1",2,"1",54.9556223933758,4.88657828191003,"9",3,"1",0,1,2,"0",17.3244520442829,3,1,1,3,3,3,0,0,0,0
32,"0","3",0.431746455755415,"2",1,3,"2",4,"1",58.8794853894278,1.61290296283841,"4",3,"2",0,0.280773358513594,0,"0",16.3405145877516,3,3,1,3,1,1,0,3,0,2
32,"0","3",0.477765221569139,"2",20,3,"3",3,"2",50.7958051233783,3.71673211590062,"9",4,"3",0.213189245431854,0.0121357517148391,1,"0",19.058285037905,3,4,1,1,2,2,6,2,5,1
24,"0","2",0.306796661669358,"3",16,1,"3",2,"1",65.0824178880083,3.13867708952266,"7",1,"2",0.216241065360989,0.915118005603892,0,"0",7.43733273877077,3,3,1,6,6,3,8,0,1,0
60,"0","2",0.557961733526552,"1",1,2,"1",3,"1",75.1070744696445,3.2968740950175,"2",4,"1",0.508683676390736,0.80801020897854,0,"0",23.59148916111,4,1,1,4,1,1,11,6,0,10
44,"0","1",0.234677030377667,"2",1,3,"3",1,"1",30,4.54282237715095,"1",1,"3",0.296837577750092,0.749415494789623,2,"0",10.6193872764107,3,4,1,6,3,2,3,1,1,3
23,"0","3",0.982734334962465,"2",1,3,"1",4,"1",80.1086307588889,2.31520033151768,"6",3,"2",0.0693435234896936,0.811475822869936,2,"0",15.2782317649569,3,2,1,5,3,2,1,6,0,3
34,"0","1",0.466284555830983,"1",4,1,"2",3,"1",85.8979960633337,3.58825648941013,"5",1,"2",0.464823514695435,0.714167532143749,0,"0",17.503820935278,3,4,1,4,0,2,5,7,5,1
50,"0","1",0.385619977609875,"2",3,4,"2",2,"1",62.5034967998256,2.46859314623094,"7",1,"2",0.155720378821966,0.615465186917308,2,"0",11.5857451251702,3,4,1,23,1,2,23,14,5,13
44,"0","1",0.737452221876291,"3",20,1,"3",3,"1",100,3.5808740658786,"7",3,"1",0.172767901286027,0.359629201456249,0,"0",17.4839663387356,3,1,1,5,1,2,0,3,1,0
29,"0","3",0.436562361981351,"2",17,1,"6",3,"1",56.0627220887696,1.33151957334418,"4",1,"1",0.00324995328827403,0.395602057216558,0,"0",17.8289022080748,3,1,2,9,1,2,10,0,0,0
36,"0","3",0.70892024039837,"1",2,3,"1",3,"1",65.5730572497792,3.19168371898645,"8",1,"1",0.379947602142202,0.387789012512724,0,"0",15.0950829116647,3,2,1,0,0,2,15,7,6,8
34,"0","2",0.420291104673851,"3",7,2,"5",2,"1",100,2.73883841441421,"9",3,"1",0,0.119592955068064,3,"0",14.1422834451845,3,2,3,19,1,2,3,0,0,0
50,"0","2",1,"3",18,3,"3",2,"1",68.3202324272387,2.07651573213331,"9",1,"1",0.328714840308224,0.989846772408286,0,"0",12.4050357294684,3,3,1,19,6,1,2,4,0,7
43,"0","3",0.802875179212643,"1",1,4,"2",2,"2",100,2.52475064404512,"3",1,"1",0.550617435501532,0.296682367920988,0,"0",12.76371480563,3,1,1,15,2,3,20,0,9,16
41,"0","3",0.321638906376149,"1",9,2,"5",1,"2",46.1039870414614,2.45007355466055,"9",4,"2",0.0196573196414982,0,0,"0",18.9114687056754,3,1,1,19,2,2,16,2,0,4
37,"0","2",0.963238351691493,"1",13,4,"5",1,"2",37.1775680867182,3.86267964346695,"8",1,"3",0.273387744750999,0.814561820413754,0,"0",16.6783384652698,3,2,1,6,4,2,13,9,0,5
30,"0","2",0.957760163532741,"1",13,4,"3",1,"1",79.7465486822315,3.62719383656696,"7",4,"3",0.251556280131675,0.490690667833672,7,"0",11.5995302360847,3,3,1,13,1,2,10,2,0,8
18,"0","3",0.795135148491139,"3",3,3,"4",4,"1",66.187989810856,2.47301608989632,"8",2,"2",0,0.2100855786579,0,"0",13.5669150074064,3,1,1,6,2,2,0,0,2,0
45,"0","2",0.744354581013182,"2",3,5,"1",1,"1",87.6723889163441,4.31917603445216,"5",2,"2",0.332992571669299,0.153406557011254,0,"0",11.9402077942303,3,1,1,18,5,1,0,4,3,0
51,"0","2",0.168780920316596,"2",21,3,"4",2,"2",86.2364285312617,0.581376675099802,"7",4,"2",0.866926877109913,0.6447055809086,0,"1",10.8946290167483,3,4,1,35,2,2,38,6,12,9
18,"0","3",0.469271515308901,"2",12,1,"3",4,"1",64.7529101511359,2.28348648137725,"6",2,"1",0.194688752303917,0.86152146378408,1,"0",15.0099040728439,3,1,1,2,4,2,5,3,6,1
45,"0","2",0.483050856445558,"1",1,4,"2",1,"1",83.5116506700602,2.29307427017447,"4",1,"1",0.549253142381078,0.885192061169542,9,"1",14.821666774244,3,3,1,12,4,2,16,10,15,9
26,"0","1",1,"2",22,2,"3",3,"1",68.6499276024582,2.39289571847243,"5",2,"1",0.156229890805878,0.933980331930739,1,"0",11.8006270209406,3,4,1,5,2,2,10,1,3,0
24,"0","3",1,"2",10,4,"5",2,"1",89.5242004125178,3.38196322524899,"7",3,"2",0.318410508133867,0.398873999432038,0,"0",16.4405616533636,3,1,1,0,5,4,0,0,4,0
26,"0","2",0.300147564337888,"1",1,2,"3",3,"2",82.7363207740769,2.99713469482815,"9",4,"3",0.156042789492239,0.0953940534594883,1,"0",11.0152615045712,3,3,1,11,0,1,7,1,1,4
24,"0","3",0.82012008575986,"2",1,3,"4",1,"1",84.1067801644051,2.87387832454221,"6",1,"2",0,0.652011099007085,2,"0",18.1477957035281,3,1,1,17,6,3,0,4,0,3
18,"0","1",0.1864210027337,"2",1,3,"1",2,"1",36.3641373587089,1.53364965745007,"6",3,"2",0.313299665299516,0.724344242987018,0,"1",11.3117576847644,3,3,1,0,2,3,6,7,0,5
42,"0","1",1,"1",13,3,"4",2,"2",74.7641401852961,1.90831192428815,"1",1,"1",0.457827848118427,0,0,"1",13.097559259545,3,4,1,10,3,4,0,5,0,0
41,"0","3",0.994569596003753,"2",6,1,"2",2,"1",99.7433733700468,2.42854558557376,"9",2,"1",0,0.758861855065127,6,"0",21.2945776920355,3,2,1,1,1,1,3,1,0,0
22,"0","2",0.756849814765259,"2",30,1,"4",3,"1",41.0042539802082,1.98736334761544,"6",1,"2",0.00944830601282747,0.745256872379316,1,"0",13.900325843944,3,3,1,12,2,1,4,6,3,0
47,"0","3",1,"1",8,3,"1",4,"1",100,1.93007107949463,"4",2,"1",1,0.808357336353662,0,"0",8.05348716425844,3,3,1,29,4,2,14,7,12,10
60,"0","3",0.631035749662562,"1",1,3,"2",1,"1",86.3780813997728,1.87079151767097,"3",4,"2",0.6150493414154,0,4,"0",16.5296634487872,3,1,1,8,2,1,4,0,2,4
59,"0","1",0.868115428905802,"1",11,1,"1",3,"2",54.9651982690497,3.58665088694302,"9",1,"2",0.73935643072431,0.674460575853655,4,"0",16.9381757550468,3,2,1,20,4,2,12,0,3,4
45,"0","3",0.690669947033115,"1",1,3,"2",3,"1",70.1320741944987,2.67387992080606,"1",4,"2",0.0751565841802144,0.0805317177835917,0,"0",14.7149847708498,3,1,1,18,4,3,1,4,0,2
45,"0","1",0.776499904679843,"3",17,2,"6",1,"2",34.8878216511319,2.93029682962683,"7",1,"3",0.544767627124329,0,2,"1",6.96426575595374,3,3,1,1,2,4,6,0,4,3
32,"0","3",0.843680508275639,"1",16,2,"5",2,"1",86.8360739079008,1.45503897439394,"1",3,"2",0.391042286509135,1,3,"1",23.1870769701981,3,3,1,21,0,3,0,0,0,7
57,"0","3",0.542221303467726,"3",7,3,"3",1,"1",74.5571163321417,2.69583436600929,"8",3,"2",0.868513353647798,0.530036429153054,5,"1",17.8834661496907,3,4,1,40,3,3,9,1,0,1
45,"0","2",0.348132526757359,"1",1,1,"1",1,"2",94.5305615601806,2.94509138478143,"5",2,"1",0.827173181382763,0.403825771668064,1,"0",13.4153739712107,3,3,2,32,5,1,7,0,0,6
47,"0","2",0.898104748270432,"2",29,3,"4",1,"1",87.1483001497175,3.03437290594415,"1",3,"2",0.576174233535681,0.377525227195286,0,"0",23.7613833482371,4,2,1,23,3,3,9,13,14,9
39,"0","2",0.178176639162053,"1",6,1,"5",1,"1",32.9735052293063,3.57897802791819,"5",3,"3",0.660371420774843,0.673660496650001,0,"1",10.4975222051359,3,2,1,3,2,2,3,0,3,1
41,"0","3",0.62936197821861,"1",29,3,"1",3,"1",30,3.16847599304741,"1",3,"3",0,0.613459214212807,0,"1",16.0773783285814,3,2,1,8,2,3,2,4,0,11
36,"0","3",0.815806035045277,"2",2,4,"5",2,"2",66.1723842709289,3.17479255744742,"9",3,"3",0.559275072438647,0.430116889297655,0,"0",20.215211618253,3,4,1,6,1,2,2,1,1,6
43,"0","3",0.373663603665976,"1",5,3,"1",4,"1",65.1088204290641,2.8630227074207,"4",2,"1",0.945583964454389,0.465275328094038,0,"0",10.0625099394551,3,1,1,35,1,2,28,9,2,4
22,"0","2",0.601754909476341,"2",1,1,"3",4,"1",77.9536696474884,3.05258060700629,"6",1,"1",0.4463947553103,0.379098577339939,0,"0",19.5776359624456,3,2,2,19,2,1,5,10,0,3
50,"0","2",0.484762645225597,"1",6,1,"4",2,"2",68.6222402605863,3.00381410673523,"1",3,"1",0.162983763370295,0.160581647880459,1,"0",10.6894938609745,3,2,1,3,4,3,0,0,0,0
41,"0","3",0.730513668755182,"2",1,4,"6",1,"2",91.725335862816,3.30341909306546,"1",4,"1",0.149040291615937,0.827985681250715,2,"0",15.6287851466027,3,2,2,21,1,2,0,3,0,1
28,"0","1",1,"2",16,4,"3",1,"2",100,0.923450844726827,"2",2,"1",0.0459279327470923,0.177104308750948,1,"0",18.2512432865034,3,4,2,5,4,3,0,2,2,2
60,"0","3",1,"2",1,2,"3",1,"1",80.4347121073906,2.8381857715222,"4",1,"2",0,0.54141557696173,3,"0",16.9979066778286,3,4,1,12,2,4,1,3,0,1
56,"0","3",0.811250432782075,"2",1,2,"6",4,"2",97.2643743022238,1.96050384476482,"1",4,"2",0.161661073613277,0.164515741607377,6,"0",15.8753987907203,3,4,1,26,2,3,1,0,4,2
42,"0","2",0.599493942692972,"1",17,1,"4",1,"2",78.8971683132667,3.75810216771678,"4",1,"1",0.160179658550385,0.656178570487121,0,"0",13.3276248955217,3,1,1,2,3,3,7,6,0,4
53,"0","2",0.616932829849208,"3",8,4,"2",2,"1",100,3.81547755356816,"3",1,"2",0.855213565101055,0.53612546469437,2,"0",25.0982825879242,3,3,1,37,2,2,7,11,6,3
31,"0","1",0.138291373005619,"2",3,3,"5",1,"1",91.2425090523438,2.44173960411085,"4",2,"1",0.406516546539312,0.977431858004463,3,"0",17.5252083440194,3,2,1,7,6,3,10,11,9,1
37,"0","3",0.776420635496559,"3",13,2,"5",1,"1",30.7513010166608,3.6387494168948,"7",1,"2",0.266311442232582,0.515988636906329,3,"0",12.10096468211,3,4,1,4,5,3,6,3,12,0
27,"0","1",0.458561625133877,"2",21,3,"5",3,"2",98.701428978594,1.99449759502519,"1",2,"1",0.132456236749302,0.459388580400144,1,"0",17.449529948856,3,2,1,5,2,2,6,2,8,3
40,"0","1",0.707122310104462,"1",4,3,"2",1,"1",60.0851821246021,2.9356550726047,"2",2,"3",0.588216319823864,0.561253357577816,1,"0",13.1077949926325,3,4,1,9,3,2,7,2,5,3
36,"0","2",1,"2",25,4,"4",2,"2",71.2719491138014,2.7129820660764,"6",4,"2",0.13117918037158,0.485359933327061,1,"0",13.5647111927613,3,1,1,0,6,2,7,5,0,0
60,"0","3",0.791066673788978,"1",1,5,"1",2,"1",78.071023122226,3.60892278541514,"1",3,"1",0.493026624018448,0.793154267505689,9,"0",17.6627145631792,3,3,1,18,2,3,14,1,5,0
29,"0","3",0.549882612817003,"1",18,2,"5",1,"1",72.9921045033409,3.31894395182526,"8",1,"2",0,1,4,"0",19.7225347928202,3,1,1,0,0,2,0,0,0,0
33,"0","2",1,"2",1,4,"4",3,"1",99.5093960876382,3.06980307457557,"3",3,"1",0,0.613580371661867,9,"0",14.1073873292107,3,2,2,6,1,2,1,1,6,2
51,"0","2",0.0459857344407505,"2",20,4,"4",3,"1",78.1919299862029,2.35315560682301,"1",2,"3",0.750520299271084,0.442654638936573,0,"0",24.1493555388453,4,2,1,17,2,2,1,0,0,0
40,"0","1",0.733826685803661,"1",17,2,"4",1,"2",75.7008577598748,3.04269222471344,"3",1,"1",0.934884523021577,0.394679557552056,6,"0",14.3137991644419,3,4,2,12,3,2,12,7,12,6
28,"0","2",0.0666161494044169,"1",12,3,"3",2,"1",100,3.5392535854628,"1",1,"1",0.754733051269244,0.846188766276292,3,"0",20.3587275158646,4,3,1,4,3,1,7,1,1,8
18,"0","2",0.824807079857519,"2",10,3,"1",2,"2",100,2.89188919802451,"8",3,"3",0,0.135682489673156,1,"0",11.338692654642,3,2,1,0,6,1,2,2,0,0
60,"0","3",1,"1",22,1,"6",1,"1",62.201287953352,2.50410673074644,"9",2,"1",0,0.575901261552341,6,"0",9.44210450894108,3,4,1,13,1,3,9,5,0,4
44,"0","3",0.617133483778997,"2",12,1,"2",4,"1",57.0942359548322,3.38398289018444,"5",2,"1",0.137754779968026,0.59539476976671,6,"0",10.3380357898813,3,3,1,5,3,2,12,0,0,5
25,"0","1",0.20480940772533,"1",1,1,"1",3,"1",50.3137061001077,3.63708464384611,"1",4,"1",0,0.4832000011999,0,"0",12.4933453882399,3,2,1,3,2,3,0,6,1,0
50,"0","3",0.0621031735776693,"1",1,2,"5",2,"1",91.8827233215719,3.70200250969657,"8",2,"1",0.148929274930761,0.148567937866359,9,"0",7.86765465089763,3,4,1,23,1,2,12,3,0,2
45,"0","2",0.781883163069332,"2",4,1,"2",1,"2",90.2413673629047,3.52697437643702,"6",3,"3",0.344814949127163,1,3,"0",15.6325279820245,3,1,1,6,2,3,4,3,1,0
41,"0","1",0.662429992183298,"2",7,1,"2",4,"2",100,2.2056867031292,"4",4,"1",0,0.574435854670506,4,"0",11.9646231009949,3,4,1,17,2,3,6,0,2,0
45,"0","1",0.610655117724819,"1",18,4,"3",2,"1",55.0555916182673,3.03281081043238,"4",4,"2",0.208561145149029,0.610799166342734,0,"0",16.223019512473,3,2,1,0,3,3,2,1,0,0
